141323,84,401,23,283,22.67,34.82
141488,78,400,29,75,22.68,34.77
[AI Probe] Fire: 0.00 | No-Fire: 0.00 | Flame: 70.00
[INFO] Clearing... Level: 4
141687,77,400,46,64,22.65,34.76
141852,77,400,58,61,22.66,34.69
142017,77,400,74,60,22.66,34.63
142182,77,399,79,51,22.67,34.65
142347,77,400,262,47,22.67,34.58
142512,77,400,256,46,22.67,34.51
142677,77,400,218,47,22.66,34.46
142842,77,399,207,52,22.67,34.41
143007,77,399,236,58,22.68,34.35
143172,77,399,195,63,22.67,34.30
143337,77,400,218,74,22.66,34.23
143502,78,400,209,82,22.66,34.22
143667,78,399,220,89,22.67,34.17
143832,78,400,252,88,22.68,34.17
143997,78,400,221,85,22.67,34.14
144162,78,400,205,91,22.68,34.14
144327,77,400,238,85,22.68,34.12
144492,77,400,247,88,22.68,34.15
144657,78,400,231,90,22.68,34.17
144822,78,400,189,92,22.68,34.19
[AI Probe] Fire: 0.25 | No-Fire: 0.00 | Flame: 92.00
[INFO] Clearing... Level: 3
145021,78,400,188,91,22.65,34.23
145186,78,400,249,90,22.67,34.23
145351,77,400,251,69,22.68,34.24
145516,77,400,197,55,22.69,34.27
145681,76,400,65,46,22.69,34.28
145846,77,400,217,41,22.70,34.31
146011,76,400,74,34,22.69,34.35
146176,76,400,185,30,22.68,34.38
146341,76,400,78,28,22.70,34.44
146506,75,400,77,29,22.70,34.52
146671,75,400,72,30,22.69,34.59
146836,76,400,164,28,22.69,34.64
147001,76,400,208,28,22.70,34.72
147166,76,400,228,28,22.70,34.73
147331,75,400,162,19,22.70,34.79
147496,76,400,178,19,22.70,34.82
147661,75,399,204,19,22.71,34.82
147826,75,399,221,18,22.71,34.86
147991,75,399,273,17,22.69,34.85
148156,75,399,202,17,22.70,34.86
[AI Probe] Fire: 0.96 | No-Fire: 0.00 | Flame: 18.00
[INFO] Clearing... Level: 2
